Trade Date,M:04 Y:13
2013-01-02,18.84
2013-01-03,18.92
2013-01-04,18.73
2013-01-07,18.79
2013-01-08,18.67
2013-01-09,18.58
2013-01-10,18.38
2013-01-11,18.33
2013-01-14,18.19
2013-01-15,18.15
2013-01-16,17.94
2013-01-17,17.86
2013-01-18,17.23
2013-01-22,16.48
2013-01-23,16.23
2013-01-24,16.13
2013-01-25,16.08
2013-01-28,16.27
2013-01-29,15.97
2013-01-30,16.57
2013-01-31,16.71
2013-02-01,16.31
2013-02-04,16.73
2013-02-05,16.57
2013-02-06,16.43
2013-02-07,16.32
2013-02-08,16.07
2013-02-11,15.82
2013-02-12,15.78
2013-02-13,15.82
2013-02-14,15.72
2013-02-15,15.62
2013-02-19,14.92
2013-02-20,15.97
2013-02-21,16.11
2013-02-22,15.66
2013-02-25,17.47
2013-02-26,17.32
2013-02-27,16.08
2013-02-28,16.67
2013-03-01,16.91
2013-03-04,15.82
2013-03-05,15.52
2013-03-06,15.52
2013-03-07,15.21
2013-03-08,15.07
2013-03-11,14.43
2013-03-12,14.77
2013-03-13,14.68
2013-03-14,14.58
2013-03-15,14.67
2013-03-18,15.38
2013-03-19,15.37
2013-03-20,14.48
2013-03-21,14.94
2013-03-22,14.8
2013-03-25,14.55
2013-03-26,14.19
2013-03-27,14.4
2013-03-28,14.19
2013-04-01,14.4
2013-04-02,13.8
2013-04-03,14.64
2013-04-04,14.25
2013-04-05,14.34
2013-04-08,13.65
2013-04-09,13.6
2013-04-10,13.11
2013-04-11,13.15
2013-04-12,12.75
2013-04-15,16.7
2013-04-16,13.95
2013-04-17,
