Trade Date,Sep17
2016-12-27,19.6
2016-12-28,19.95
2016-12-29,20.0
2016-12-30,20.1
2017-01-03,19.9
2017-01-04,19.65
2017-01-05,19.5
2017-01-06,19.35
2017-01-09,19.2
2017-01-10,19.25
2017-01-11,19.35
2017-01-12,19.35
2017-01-13,19.4
2017-01-17,19.65
2017-01-18,19.6
2017-01-19,19.73
2017-01-20,19.42
2017-01-23,19.45
2017-01-24,19.25
2017-01-25,18.7
2017-01-26,18.59
2017-01-27,18.68
2017-01-30,19.0
2017-01-31,18.8
2017-02-01,18.6
2017-02-02,18.6
2017-02-03,18.55
2017-02-06,18.37
2017-02-07,18.42
2017-02-08,18.55
2017-02-09,18.55
2017-02-10,18.35
2017-02-13,18.29
2017-02-14,18.1
2017-02-15,17.75
2017-02-16,17.8
2017-02-17,17.7
2017-02-21,17.7
2017-02-22,17.86
2017-02-23,18.02
2017-02-24,18.35
2017-02-27,18.05
2017-02-28,17.98
2017-03-01,17.8
2017-03-02,17.89
2017-03-03,17.85
2017-03-06,17.7
2017-03-07,17.55
2017-03-08,17.65
2017-03-09,17.62
2017-03-10,17.55
2017-03-13,17.43
2017-03-14,17.5
2017-03-15,17.48
2017-03-16,17.25
2017-03-17,17.07
2017-03-20,17.02
2017-03-21,17.2
2017-03-22,17.38
2017-03-23,17.44
2017-03-24,17.48
2017-03-27,17.4
2017-03-28,16.85
2017-03-29,16.5
2017-03-30,16.4
2017-03-31,16.4
2017-04-03,16.42
2017-04-04,16.45
2017-04-05,16.45
2017-04-06,16.47
2017-04-07,16.32
2017-04-10,16.52
2017-04-11,16.83
2017-04-12,16.8
2017-04-13,16.78
2017-04-17,16.78
2017-04-18,16.42
2017-04-19,16.5
2017-04-20,16.24
2017-04-21,16.24
2017-04-24,15.85
2017-04-25,15.6
2017-04-26,15.4
2017-04-27,15.41
2017-04-28,15.48
2017-05-01,15.31
2017-05-02,15.05
2017-05-03,15.15
2017-05-04,15.2
2017-05-05,15.1
2017-05-08,15.25
2017-05-09,15.27
2017-05-10,15.35
2017-05-11,15.59
2017-05-12,15.38
2017-05-15,15.35
2017-05-16,15.3
2017-05-17,16.05
2017-05-18,16.05
2017-05-19,15.85
2017-05-22,15.28
2017-05-23,15.25
2017-05-24,15.27
2017-05-25,15.1
2017-05-26,15.15
2017-05-30,15.03
2017-05-31,14.93
2017-06-01,14.7
2017-06-02,14.65
2017-06-05,14.67
2017-06-06,14.83
2017-06-07,14.94
2017-06-08,14.75
2017-06-09,14.9
2017-06-12,14.92
2017-06-13,14.65
2017-06-14,14.43
2017-06-15,14.61
2017-06-16,14.45
2017-06-19,14.17
2017-06-20,14.13
2017-06-21,14.03
2017-06-22,13.88
2017-06-23,13.9
2017-06-26,13.72
2017-06-27,13.75
2017-06-28,13.8
2017-06-29,14.52
2017-06-30,13.89
2017-07-03,13.95
2017-07-05,14.05
2017-07-06,14.4
2017-07-07,14.3
2017-07-10,14.1
2017-07-11,14.03
2017-07-12,13.65
2017-07-13,13.45
2017-07-14,13.4
2017-07-17,13.05
2017-07-18,13.15
2017-07-19,12.95
2017-07-20,12.87
2017-07-21,12.9
2017-07-24,12.75
2017-07-25,12.6
2017-07-26,12.65
2017-07-27,13.13
2017-07-28,12.97
2017-07-31,12.84
2017-08-01,12.55
2017-08-02,12.75
2017-08-03,12.8
2017-08-04,12.85
2017-08-07,12.8
2017-08-08,13.02
2017-08-09,13.5
2017-08-10,15.25
2017-08-11,15.55
2017-08-14,15.25
2017-08-15,13.45
2017-08-16,13.28
2017-08-17,15.45
2017-08-18,15.35
2017-08-21,15.07
2017-08-22,14.17
2017-08-23,13.85
2017-08-24,13.95
2017-08-25,13.55
2017-08-28,13.5
2017-08-29,14.8
2017-08-30,13.42
2017-08-31,13.25
2017-09-01,12.8
2017-09-05,14.3
2017-09-06,13.62
2017-09-07,13.35
2017-09-08,13.45
2017-09-11,13.1
2017-09-12,12.15
2017-09-13,12.0
2017-09-14,11.95
2017-09-15,11.9
2017-09-18,11.15
2017-09-19,10.9
2017-09-20,10.9
