Trade Date,M:01 Y:15
2014-04-21,
2014-04-22,18.28
2014-04-23,18.4
2014-04-24,18.45
2014-04-25,18.45
2014-04-28,18.28
2014-04-29,18.2
2014-04-30,18.15
2014-05-01,18.19
2014-05-02,18.3
2014-05-05,18.2
2014-05-06,18.32
2014-05-07,18.15
2014-05-08,18.1
2014-05-09,17.95
2014-05-12,17.75
2014-05-13,17.7
2014-05-14,17.81
2014-05-15,17.88
2014-05-16,17.8
2014-05-19,17.6
2014-05-20,17.56
2014-05-21,17.49
2014-05-22,17.63
2014-05-23,17.68
2014-05-27,17.55
2014-05-28,17.65
2014-05-29,17.68
2014-05-30,17.86
2014-06-02,17.9
2014-06-03,17.85
2014-06-04,17.7
2014-06-05,17.45
2014-06-06,16.99
2014-06-09,17.17
2014-06-10,17.15
2014-06-11,17.31
2014-06-12,17.64
2014-06-13,17.46
2014-06-16,17.43
2014-06-17,17.35
2014-06-18,16.95
2014-06-19,17.05
2014-06-20,17.15
2014-06-23,17.0
2014-06-24,17.15
2014-06-25,16.95
2014-06-26,16.85
2014-06-27,16.9
2014-06-30,16.7
2014-07-01,16.55
2014-07-02,16.35
2014-07-03,16.17
2014-07-07,16.45
2014-07-08,16.45
2014-07-09,16.3
2014-07-10,16.34
2014-07-11,16.25
2014-07-14,15.95
2014-07-15,16.0
2014-07-16,16.05
2014-07-17,16.16
2014-07-18,15.95
2014-07-21,16.05
2014-07-22,15.98
2014-07-23,16.1
2014-07-24,16.2
2014-07-25,16.29
2014-07-28,16.2
2014-07-29,16.1
2014-07-30,16.15
2014-07-31,16.8
2014-08-01,17.3
2014-08-04,16.95
2014-08-05,17.45
2014-08-06,17.64
2014-08-07,17.95
2014-08-08,17.65
2014-08-11,17.2
2014-08-12,17.1
2014-08-13,16.7
2014-08-14,16.33
2014-08-15,16.3
2014-08-18,16.0
2014-08-19,15.89
2014-08-20,15.88
2014-08-21,15.95
2014-08-22,15.95
2014-08-25,15.95
2014-08-26,16.13
2014-08-27,16.25
2014-08-28,16.29
2014-08-29,16.25
2014-09-02,16.35
2014-09-03,16.3
2014-09-04,16.25
2014-09-05,16.0
2014-09-08,15.95
2014-09-09,16.05
2014-09-10,16.1
2014-09-11,16.1
2014-09-12,16.3
2014-09-15,16.55
2014-09-16,16.15
2014-09-17,16.1
2014-09-18,16.05
2014-09-19,16.1
2014-09-22,16.4
2014-09-23,16.8
2014-09-24,16.5
2014-09-25,16.9
2014-09-26,16.8
2014-09-29,17.3
2014-09-30,17.4
2014-10-01,17.8
2014-10-02,17.6
2014-10-03,16.85
2014-10-06,17.13
2014-10-07,17.85
2014-10-08,16.75
2014-10-09,17.6
2014-10-10,18.8
2014-10-13,20.05
2014-10-14,19.3
2014-10-15,20.85
2014-10-16,20.15
2014-10-17,19.4
2014-10-20,18.72
2014-10-21,17.85
2014-10-22,18.57
2014-10-23,17.9
2014-10-24,17.75
2014-10-27,17.45
2014-10-28,16.62
2014-10-29,17.0
2014-10-30,17.0
2014-10-31,16.81
2014-11-03,17.0
2014-11-04,17.05
2014-11-05,16.74
2014-11-06,16.3
2014-11-07,16.35
2014-11-10,15.9
2014-11-11,15.67
2014-11-12,15.95
2014-11-13,16.25
2014-11-14,15.95
2014-11-17,15.95
2014-11-18,15.99
2014-11-19,16.25
2014-11-20,16.0
2014-11-21,16.05
2014-11-24,15.8
2014-11-25,15.75
2014-11-26,15.6
2014-11-28,15.95
2014-12-01,16.6
2014-12-02,15.54
2014-12-03,15.62
2014-12-04,15.45
2014-12-05,15.31
2014-12-08,16.11
2014-12-09,16.1
2014-12-10,17.7
2014-12-11,19.15
2014-12-12,19.15
2014-12-15,18.74
2014-12-16,20.05
2014-12-17,17.6
2014-12-18,17.18
2014-12-19,16.55
2014-12-22,16.4
2014-12-23,15.95
2014-12-24,16.2
2014-12-26,15.85
2014-12-29,16.1
2014-12-30,16.45
2014-12-31,18.05
2015-01-02,17.85
2015-01-05,19.11
2015-01-06,19.85
2015-01-07,18.83
2015-01-08,17.7
2015-01-09,18.65
2015-01-12,19.6
2015-01-13,20.2
2015-01-14,20.6
2015-01-15,21.5
2015-01-16,20.65
2015-01-20,20.15
2015-01-21,20.6
