Trade Date,M:01 Y:17
2016-04-25,
2016-04-26,20.63
2016-04-27,20.5
2016-04-28,20.9
2016-04-29,21.05
2016-05-02,20.95
2016-05-03,21.15
2016-05-04,21.33
2016-05-05,21.6
2016-05-06,21.35
2016-05-09,21.0
2016-05-10,20.75
2016-05-11,21.05
2016-05-12,21.0
2016-05-13,21.2
2016-05-16,20.82
2016-05-17,21.45
2016-05-18,21.73
2016-05-19,21.9
2016-05-20,21.72
2016-05-23,21.48
2016-05-24,21.01
2016-05-25,20.85
2016-05-26,20.71
2016-05-27,20.6
2016-05-31,20.53
2016-06-01,20.55
2016-06-02,20.48
2016-06-03,20.46
2016-06-06,20.45
2016-06-07,20.6
2016-06-08,20.78
2016-06-09,21.03
2016-06-10,21.5
2016-06-13,22.64
2016-06-14,22.25
2016-06-15,22.15
2016-06-16,21.85
2016-06-17,21.85
2016-06-20,21.16
2016-06-21,21.25
2016-06-22,21.05
2016-06-23,20.4
2016-06-24,22.55
2016-06-27,23.3
2016-06-28,21.6
2016-06-29,21.1
2016-06-30,21.02
2016-07-01,21.15
2016-07-05,21.1
2016-07-06,21.05
2016-07-07,21.0
2016-07-08,20.55
2016-07-11,20.5
2016-07-12,20.25
2016-07-13,20.15
2016-07-14,20.1
2016-07-15,20.25
2016-07-18,19.9
2016-07-19,20.05
2016-07-20,19.9
2016-07-21,20.25
2016-07-22,20.05
2016-07-25,20.1
2016-07-26,20.05
2016-07-27,19.9
2016-07-28,19.68
2016-07-29,19.3
2016-08-01,19.29
2016-08-02,19.6
2016-08-03,19.53
2016-08-04,19.45
2016-08-05,19.2
2016-08-08,18.99
2016-08-09,18.75
2016-08-10,18.91
2016-08-11,18.98
2016-08-12,19.05
2016-08-15,19.04
2016-08-16,19.32
2016-08-17,19.16
2016-08-18,19.15
2016-08-19,19.31
2016-08-22,19.34
2016-08-23,19.44
2016-08-24,19.55
2016-08-25,19.35
2016-08-26,19.51
2016-08-29,19.41
2016-08-30,19.37
2016-08-31,19.32
2016-09-01,19.32
2016-09-02,19.2
2016-09-06,18.92
2016-09-07,18.89
2016-09-08,19.05
2016-09-09,20.15
2016-09-12,19.63
2016-09-13,20.07
2016-09-14,20.47
2016-09-15,20.14
2016-09-16,19.82
2016-09-19,19.6
2016-09-20,19.77
2016-09-21,19.26
2016-09-22,18.85
2016-09-23,18.95
2016-09-26,19.05
2016-09-27,18.65
2016-09-28,18.5
2016-09-29,18.7
2016-09-30,18.54
2016-10-03,18.39
2016-10-04,18.15
2016-10-05,18.33
2016-10-06,18.27
2016-10-07,18.41
2016-10-10,18.12
2016-10-11,18.5
2016-10-12,18.71
2016-10-13,18.9
2016-10-14,18.75
2016-10-17,18.56
2016-10-18,18.4
2016-10-19,18.11
2016-10-20,18.05
2016-10-21,17.87
2016-10-24,17.47
2016-10-25,17.57
2016-10-26,17.8
2016-10-27,18.2
2016-10-28,18.35
2016-10-31,18.49
2016-11-01,18.88
2016-11-02,19.1
2016-11-03,19.75
2016-11-04,19.75
2016-11-07,17.7
2016-11-08,17.7
2016-11-09,17.02
2016-11-10,17.4
2016-11-11,17.36
2016-11-14,17.27
2016-11-15,16.9
2016-11-16,17.05
2016-11-17,16.67
2016-11-18,16.65
2016-11-21,16.27
2016-11-22,16.25
2016-11-23,16.35
2016-11-25,16.2
2016-11-28,16.26
2016-11-29,16.21
2016-11-30,16.3
2016-12-01,16.69
2016-12-02,16.77
2016-12-05,15.65
2016-12-06,15.4
2016-12-07,15.45
2016-12-08,15.53
2016-12-09,15.21
2016-12-12,15.55
2016-12-13,15.45
2016-12-14,15.33
2016-12-15,15.09
2016-12-16,15.0
2016-12-19,14.48
2016-12-20,14.24
2016-12-21,14.05
2016-12-22,14.28
2016-12-23,14.29
2016-12-27,14.0
2016-12-28,14.63
2016-12-29,14.84
2016-12-30,15.1
2017-01-03,13.79
2017-01-04,13.19
2017-01-05,13.05
2017-01-06,12.9
2017-01-09,12.95
2017-01-10,12.9
2017-01-11,12.55
2017-01-12,12.5
2017-01-13,12.2
2017-01-17,12.2
2017-01-18,11.86
