Trade Date,Nov19
2019-02-19,0.0
2019-02-20,18.35
2019-02-21,18.25
2019-02-22,18.0
2019-02-25,17.7
2019-02-26,17.71
2019-02-27,17.7
2019-02-28,17.5
2019-03-01,17.18
2019-03-04,17.5
2019-03-05,17.27
2019-03-06,17.38
2019-03-07,17.65
2019-03-08,18.0
2019-03-11,17.77
2019-03-12,17.21
2019-03-13,17.31
2019-03-14,17.17
2019-03-15,17.2
2019-03-18,17.17
2019-03-19,17.3
2019-03-20,17.3
2019-03-21,17.3
2019-03-22,17.55
2019-03-25,17.65
2019-03-26,17.55
2019-03-27,17.7
2019-03-28,17.75
2019-03-29,17.6
2019-04-01,17.2
2019-04-02,17.27
2019-04-03,17.3
2019-04-04,17.23
2019-04-05,17.16
2019-04-08,17.11
2019-04-09,17.22
2019-04-10,17.2
2019-04-11,17.17
2019-04-12,17.11
2019-04-15,17.14
2019-04-16,17.2
2019-04-17,17.24
2019-04-18,17.25
2019-04-22,17.23
2019-04-23,17.07
2019-04-24,17.2
2019-04-25,17.16
2019-04-26,17.15
2019-04-29,17.16
2019-04-30,17.27
2019-05-01,17.46
2019-05-02,17.55
2019-05-03,17.4
2019-05-06,17.85
2019-05-07,18.15
2019-05-08,18.0
2019-05-09,18.22
2019-05-10,18.13
2019-05-13,18.3
2019-05-14,18.31
2019-05-15,17.9
2019-05-16,17.6
2019-05-17,17.65
2019-05-20,17.7
2019-05-21,17.55
2019-05-22,17.47
2019-05-23,17.83
2019-05-24,17.83
2019-05-28,17.9
2019-05-29,18.07
2019-05-30,18.08
2019-05-31,18.3
2019-06-03,18.52
2019-06-04,18.2
2019-06-05,17.77
2019-06-06,17.65
2019-06-07,17.6
2019-06-10,17.5
2019-06-11,17.55
2019-06-12,17.62
2019-06-13,17.66
2019-06-14,17.61
2019-06-17,17.45
2019-06-18,17.35
2019-06-19,17.35
2019-06-20,17.45
2019-06-21,17.5
2019-06-24,17.45
2019-06-25,17.66
2019-06-26,17.65
2019-06-27,17.62
2019-06-28,17.44
2019-07-01,17.05
2019-07-02,16.95
2019-07-03,16.7
2019-07-05,16.92
2019-07-08,16.85
2019-07-09,16.97
2019-07-10,16.97
2019-07-11,16.78
2019-07-12,16.62
2019-07-15,16.68
2019-07-16,16.8
2019-07-17,17.05
2019-07-18,17.1
2019-07-19,17.07
2019-07-22,17.15
2019-07-23,16.95
2019-07-24,16.75
2019-07-25,16.7
2019-07-26,16.67
2019-07-29,16.58
2019-07-30,16.86
2019-07-31,17.42
2019-08-01,17.72
2019-08-02,17.85
2019-08-05,19.12
2019-08-06,19.72
2019-08-07,19.06
2019-08-08,18.49
2019-08-09,18.2
2019-08-12,18.92
2019-08-13,19.07
2019-08-14,19.65
2019-08-15,19.72
2019-08-16,19.25
2019-08-19,18.8
2019-08-20,18.67
2019-08-21,18.7
2019-08-22,18.6
2019-08-23,19.74
2019-08-26,20.04
2019-08-27,19.8
2019-08-28,19.97
2019-08-29,19.57
2019-08-30,19.28
2019-09-03,19.62
2019-09-04,19.44
2019-09-05,18.77
2019-09-06,18.45
2019-09-09,18.35
2019-09-10,18.3
2019-09-11,18.15
2019-09-12,17.93
2019-09-13,17.72
2019-09-16,18.02
2019-09-17,18.18
2019-09-18,18.2
2019-09-19,17.9
2019-09-20,18.4
2019-09-23,18.37
2019-09-24,18.85
2019-09-25,19.05
2019-09-26,18.8
2019-09-27,19.35
2019-09-30,18.95
2019-10-01,19.35
2019-10-02,20.25
2019-10-03,20.55
2019-10-04,19.8
2019-10-07,19.17
2019-10-08,20.06
2019-10-09,20.0
2019-10-10,20.05
2019-10-11,18.85
2019-10-14,18.3
2019-10-15,17.5
2019-10-16,17.35
2019-10-17,16.95
2019-10-18,17.05
2019-10-21,16.8
2019-10-22,16.65
2019-10-23,16.81
2019-10-24,16.41
2019-10-25,16.15
2019-10-28,15.65
2019-10-29,15.95
2019-10-30,16.01
2019-10-31,15.8
2019-11-01,15.36
2019-11-04,14.85
2019-11-05,15.1
2019-11-06,15.27
2019-11-07,14.95
2019-11-08,15.01
2019-11-11,14.7
2019-11-12,14.3
2019-11-13,14.35
2019-11-14,14.35
2019-11-15,13.75
2019-11-18,13.25
2019-11-19,13.15
2019-11-20,13.5
