Trade Date,M:06 Y:13
2013-01-02,20.44
2013-01-03,20.4
2013-01-04,20.24
2013-01-07,20.34
2013-01-08,20.17
2013-01-09,20.04
2013-01-10,19.89
2013-01-11,19.68
2013-01-14,19.54
2013-01-15,19.53
2013-01-16,19.33
2013-01-17,19.07
2013-01-18,18.44
2013-01-22,17.79
2013-01-23,17.6
2013-01-24,17.54
2013-01-25,17.43
2013-01-28,17.51
2013-01-29,17.32
2013-01-30,17.68
2013-01-31,17.81
2013-02-01,17.72
2013-02-04,17.88
2013-02-05,17.76
2013-02-06,17.63
2013-02-07,17.54
2013-02-08,17.31
2013-02-11,17.08
2013-02-12,16.98
2013-02-13,17.02
2013-02-14,17.04
2013-02-15,17.09
2013-02-19,16.54
2013-02-20,17.14
2013-02-21,17.27
2013-02-22,17.0
2013-02-25,17.96
2013-02-26,17.9
2013-02-27,17.11
2013-02-28,17.49
2013-03-01,17.59
2013-03-04,17.13
2013-03-05,16.89
2013-03-06,16.83
2013-03-07,16.68
2013-03-08,16.63
2013-03-11,16.4
2013-03-12,16.53
2013-03-13,16.58
2013-03-14,16.52
2013-03-15,16.65
2013-03-18,16.93
2013-03-19,16.98
2013-03-20,16.7
2013-03-21,16.92
2013-03-22,16.88
2013-03-25,16.67
2013-03-26,16.53
2013-03-27,16.62
2013-03-28,16.57
2013-04-01,16.67
2013-04-02,16.34
2013-04-03,16.48
2013-04-04,16.47
2013-04-05,16.42
2013-04-08,16.02
2013-04-09,15.92
2013-04-10,15.52
2013-04-11,15.42
2013-04-12,15.28
2013-04-15,16.8
2013-04-16,15.67
2013-04-17,16.71
2013-04-18,17.46
2013-04-19,16.77
2013-04-22,16.07
2013-04-23,15.37
2013-04-24,15.37
2013-04-25,15.47
2013-04-26,15.6
2013-04-29,15.53
2013-04-30,15.37
2013-05-01,15.92
2013-05-02,15.48
2013-05-03,15.22
2013-05-06,14.93
2013-05-07,14.87
2013-05-08,15.08
2013-05-09,15.32
2013-05-10,15.08
2013-05-13,15.08
2013-05-14,15.03
2013-05-15,15.13
2013-05-16,15.33
2013-05-17,15.07
2013-05-20,15.08
2013-05-21,15.37
2013-05-22,15.27
2013-05-23,15.47
2013-05-24,15.48
2013-05-28,15.18
2013-05-29,15.37
2013-05-30,15.39
2013-05-31,16.03
2013-06-03,15.98
2013-06-04,16.09
2013-06-05,17.05
2013-06-06,16.53
2013-06-07,15.78
2013-06-10,15.59
2013-06-11,16.89
2013-06-12,18.23
2013-06-13,16.78
2013-06-14,17.52
2013-06-17,16.92
2013-06-18,16.76
2013-06-19,
