Trade Date,Aug14
2013-11-25,19.05
2013-11-26,19.45
2013-11-27,19.95
2013-11-29,19.95
2013-12-02,19.45
2013-12-03,19.95
2013-12-04,19.65
2013-12-05,19.8
2013-12-06,19.4
2013-12-09,18.8
2013-12-10,18.8
2013-12-11,19.19
2013-12-12,19.23
2013-12-13,19.35
2013-12-16,19.25
2013-12-17,19.28
2013-12-18,19.05
2013-12-19,18.85
2013-12-20,18.8
2013-12-23,18.75
2013-12-24,18.4
2013-12-26,18.3
2013-12-27,18.2
2013-12-30,18.32
2013-12-31,18.25
2014-01-02,18.3
2014-01-03,18.34
2014-01-06,18.1
2014-01-07,18.0
2014-01-08,17.85
2014-01-09,17.9
2014-01-10,17.85
2014-01-13,18.2
2014-01-14,18.0
2014-01-15,18.06
2014-01-16,18.1
2014-01-17,18.2
2014-01-21,18.25
2014-01-22,18.1
2014-01-23,18.0
2014-01-24,18.6
2014-01-27,18.73
2014-01-28,18.45
2014-01-29,18.31
2014-01-30,18.45
2014-01-31,18.86
2014-02-03,19.15
2014-02-04,19.3
2014-02-05,19.75
2014-02-06,20.4
2014-02-07,19.1
2014-02-10,18.23
2014-02-11,18.1
2014-02-12,18.0
2014-02-13,17.95
2014-02-14,17.65
2014-02-18,17.59
2014-02-19,17.78
2014-02-20,17.81
2014-02-21,17.5
2014-02-24,17.55
2014-02-25,17.62
2014-02-26,17.8
2014-02-27,17.88
2014-02-28,18.08
2014-03-03,18.45
2014-03-04,18.28
2014-03-05,17.95
2014-03-06,17.93
2014-03-07,17.95
2014-03-10,18.1
2014-03-11,18.15
2014-03-12,18.24
2014-03-13,18.38
2014-03-14,18.49
2014-03-17,18.31
2014-03-18,17.88
2014-03-19,18.08
2014-03-20,17.8
2014-03-21,17.8
2014-03-24,17.88
2014-03-25,17.8
2014-03-26,17.97
2014-03-27,17.97
2014-03-28,17.8
2014-03-31,17.65
2014-04-01,17.32
2014-04-02,17.15
2014-04-03,17.2
2014-04-04,17.23
2014-04-07,17.46
2014-04-08,17.27
2014-04-09,17.16
2014-04-10,17.4
2014-04-11,17.5
2014-04-14,17.63
2014-04-15,17.92
2014-04-16,17.43
2014-04-17,17.18
2014-04-21,17.05
2014-04-22,17.07
2014-04-23,17.12
2014-04-24,17.14
2014-04-25,17.28
2014-04-28,17.17
2014-04-29,16.84
2014-04-30,16.75
2014-05-01,16.76
2014-05-02,16.83
2014-05-05,16.94
2014-05-06,16.75
2014-05-07,16.8
2014-05-08,16.54
2014-05-09,16.55
2014-05-12,16.25
2014-05-13,16.07
2014-05-14,16.15
2014-05-15,16.35
2014-05-16,16.22
2014-05-19,16.02
2014-05-20,15.97
2014-05-21,15.82
2014-05-22,15.75
2014-05-23,15.77
2014-05-27,15.75
2014-05-28,15.55
2014-05-29,15.55
2014-05-30,15.66
2014-06-02,15.7
2014-06-03,15.7
2014-06-04,15.61
2014-06-05,15.45
2014-06-06,14.92
2014-06-09,14.45
2014-06-10,14.6
2014-06-11,14.57
2014-06-12,15.08
2014-06-13,15.05
2014-06-16,14.81
2014-06-17,14.55
2014-06-18,14.35
2014-06-19,13.8
2014-06-20,13.9
2014-06-23,13.95
2014-06-24,14.05
2014-06-25,14.15
2014-06-26,13.87
2014-06-27,13.74
2014-06-30,13.55
2014-07-01,13.31
2014-07-02,13.06
2014-07-03,12.95
2014-07-07,13.05
2014-07-08,13.45
2014-07-09,13.1
2014-07-10,13.59
2014-07-11,13.4
2014-07-14,13.19
2014-07-15,13.25
2014-07-16,13.0
2014-07-17,14.3
2014-07-18,14.67
2014-07-21,13.6
2014-07-22,13.4
2014-07-23,13.2
2014-07-24,13.24
2014-07-25,13.5
2014-07-28,13.75
2014-07-29,13.5
2014-07-30,13.65
2014-07-31,15.2
2014-08-01,16.15
2014-08-04,16.05
2014-08-05,16.4
2014-08-06,16.65
2014-08-07,16.9
2014-08-08,18.16
2014-08-11,15.97
2014-08-12,14.95
2014-08-13,14.65
2014-08-14,13.72
2014-08-15,14.32
2014-08-18,13.25
2014-08-19,12.55
2014-08-20,0.0
