Trade Date,Feb14
2013-05-24,0.0
2013-05-28,19.95
2013-05-29,20.4
2013-05-30,20.25
2013-05-31,20.45
2013-06-03,20.75
2013-06-04,20.75
2013-06-05,20.91
2013-06-06,21.2
2013-06-07,20.85
2013-06-10,20.55
2013-06-11,20.95
2013-06-12,21.31
2013-06-13,21.3
2013-06-14,21.75
2013-06-17,21.33
2013-06-18,21.35
2013-06-19,21.4
2013-06-20,22.23
2013-06-21,22.2
2013-06-24,22.5
2013-06-25,22.37
2013-06-26,22.35
2013-06-27,22.2
2013-06-28,22.26
2013-07-01,21.95
2013-07-02,22.0
2013-07-03,22.1
2013-07-05,21.85
2013-07-08,21.45
2013-07-09,20.85
2013-07-10,20.7
2013-07-11,20.31
2013-07-12,20.37
2013-07-15,20.3
2013-07-16,20.5
2013-07-17,20.36
2013-07-18,20.15
2013-07-19,20.18
2013-07-22,20.15
2013-07-23,19.92
2013-07-24,19.87
2013-07-25,19.9
2013-07-26,19.78
2013-07-29,19.65
2013-07-30,19.47
2013-07-31,19.26
2013-08-01,18.74
2013-08-02,18.67
2013-08-05,18.41
2013-08-06,18.65
2013-08-07,18.8
2013-08-08,18.55
2013-08-09,18.65
2013-08-12,18.8
2013-08-13,18.85
2013-08-14,19.0
2013-08-15,19.45
2013-08-16,19.4
2013-08-19,19.5
2013-08-20,19.5
2013-08-21,19.46
2013-08-22,19.05
2013-08-23,18.7
2013-08-26,19.0
2013-08-27,19.75
2013-08-28,19.9
2013-08-29,19.98
2013-08-30,20.2
2013-09-03,19.8
2013-09-04,19.7
2013-09-05,19.62
2013-09-06,20.01
2013-09-09,19.55
2013-09-10,18.85
2013-09-11,18.75
2013-09-12,18.7
2013-09-13,18.65
2013-09-16,18.36
2013-09-17,18.21
2013-09-18,18.25
2013-09-19,18.02
2013-09-20,18.35
2013-09-23,18.55
2013-09-24,18.46
2013-09-25,18.5
2013-09-26,18.3
2013-09-27,18.43
2013-09-30,18.8
2013-10-01,18.64
2013-10-02,18.66
2013-10-03,19.09
2013-10-04,19.05
2013-10-07,19.37
2013-10-08,19.95
2013-10-09,20.13
2013-10-10,19.75
2013-10-11,18.8
2013-10-14,18.84
2013-10-15,18.87
2013-10-16,18.6
2013-10-17,18.18
2013-10-18,17.65
2013-10-21,17.41
2013-10-22,17.45
2013-10-23,17.82
2013-10-24,17.62
2013-10-25,17.6
2013-10-28,17.76
2013-10-29,17.77
2013-10-30,17.89
2013-10-31,17.76
2013-11-01,17.85
2013-11-04,17.78
2013-11-05,17.59
2013-11-06,17.55
2013-11-07,17.77
2013-11-08,17.76
2013-11-11,17.45
2013-11-12,17.5
2013-11-13,17.67
2013-11-14,17.56
2013-11-15,17.55
2013-11-18,17.5
2013-11-19,17.6
2013-11-20,17.7
2013-11-21,17.16
2013-11-22,16.86
2013-11-25,16.5
2013-11-26,16.37
2013-11-27,16.3
2013-11-29,16.35
2013-12-02,16.33
2013-12-03,16.65
2013-12-04,16.81
2013-12-05,16.55
2013-12-06,16.45
2013-12-09,16.0
2013-12-10,15.96
2013-12-11,16.45
2013-12-12,16.52
2013-12-13,16.56
2013-12-16,16.6
2013-12-17,16.65
2013-12-18,16.42
2013-12-19,15.65
2013-12-20,15.6
2013-12-23,15.5
2013-12-24,15.03
2013-12-26,14.7
2013-12-27,14.75
2013-12-30,14.95
2013-12-31,14.97
2014-01-02,15.13
2014-01-03,15.09
2014-01-06,14.92
2014-01-07,14.75
2014-01-08,14.57
2014-01-09,14.6
2014-01-10,14.63
2014-01-13,14.9
2014-01-14,14.65
2014-01-15,14.38
2014-01-16,14.42
2014-01-17,14.4
2014-01-21,14.35
2014-01-22,14.2
2014-01-23,14.65
2014-01-24,16.21
2014-01-27,16.95
2014-01-28,16.25
2014-01-29,16.55
2014-01-30,16.65
2014-01-31,18.0
2014-02-03,19.2
2014-02-04,19.2
2014-02-05,19.65
2014-02-06,19.2
2014-02-07,17.27
2014-02-10,15.85
2014-02-11,15.58
2014-02-12,15.06
2014-02-13,15.2
2014-02-14,14.65
2014-02-18,14.55
2014-02-19,0.0
