Trade Date,M:05 Y:16
2015-08-24,
2015-08-25,
2015-08-26,21.0
2015-08-27,
2015-08-28,21.26
2015-08-31,
2015-09-01,23.2
2015-09-02,
2015-09-03,23.25
2015-09-04,23.55
2015-09-08,
2015-09-09,23.0
2015-09-10,22.9
2015-09-11,
2015-09-14,22.7
2015-09-15,21.54
2015-09-16,21.2
2015-09-17,20.78
2015-09-18,21.4
2015-09-21,20.95
2015-09-22,21.5
2015-09-23,21.16
2015-09-24,21.61
2015-09-25,21.9
2015-09-28,22.4
2015-09-29,22.55
2015-09-30,22.3
2015-10-01,22.17
2015-10-02,21.79
2015-10-05,20.85
2015-10-06,21.1
2015-10-07,20.66
2015-10-08,20.3
2015-10-09,20.35
2015-10-12,19.75
2015-10-13,20.4
2015-10-14,20.65
2015-10-15,19.7
2015-10-16,19.67
2015-10-19,19.08
2015-10-20,19.75
2015-10-21,20.35
2015-10-22,19.11
2015-10-23,19.37
2015-10-26,19.7
2015-10-27,19.3
2015-10-28,19.04
2015-10-29,19.2
2015-10-30,19.5
2015-11-02,19.0
2015-11-03,19.17
2015-11-04,19.45
2015-11-05,19.2
2015-11-06,19.0
2015-11-09,19.35
2015-11-10,19.2
2015-11-11,19.45
2015-11-12,20.2
2015-11-13,20.85
2015-11-16,19.7
2015-11-17,20.02
2015-11-18,19.6
2015-11-19,20.0
2015-11-20,19.8
2015-11-23,19.47
2015-11-24,19.85
2015-11-25,19.63
2015-11-27,19.72
2015-11-30,19.48
2015-12-01,19.0
2015-12-02,19.3
2015-12-03,19.85
2015-12-04,19.13
2015-12-07,19.17
2015-12-08,19.7
2015-12-09,19.9
2015-12-10,20.2
2015-12-11,21.57
2015-12-14,20.82
2015-12-15,19.85
2015-12-16,19.55
2015-12-17,20.2
2015-12-18,20.95
2015-12-21,20.09
2015-12-22,19.5
2015-12-23,19.6
2015-12-24,19.68
2015-12-28,19.2
2015-12-29,18.95
2015-12-30,19.47
2015-12-31,19.45
2016-01-04,19.92
2016-01-05,19.6
2016-01-06,20.0
2016-01-07,21.05
2016-01-08,21.9
2016-01-11,21.6
2016-01-12,20.85
2016-01-13,22.25
2016-01-14,21.7
2016-01-15,23.05
2016-01-19,22.94
2016-01-20,23.2
2016-01-21,23.35
2016-01-22,21.88
2016-01-25,22.65
2016-01-26,21.9
2016-01-27,22.46
2016-01-28,22.1
2016-01-29,21.33
2016-02-01,21.1
2016-02-02,22.03
2016-02-03,21.85
2016-02-04,22.19
2016-02-05,22.6
2016-02-08,23.15
2016-02-09,23.58
2016-02-10,23.65
2016-02-11,24.75
2016-02-12,24.5
2016-02-16,23.73
2016-02-17,23.07
2016-02-18,23.25
2016-02-19,22.85
2016-02-22,21.89
2016-02-23,22.66
2016-02-24,22.31
2016-02-25,21.76
2016-02-26,22.08
2016-02-29,22.4
2016-03-01,20.82
2016-03-02,20.75
2016-03-03,20.09
2016-03-04,20.52
2016-03-07,20.32
2016-03-08,21.05
2016-03-09,20.6
2016-03-10,20.41
2016-03-11,19.75
2016-03-14,19.45
2016-03-15,19.79
2016-03-16,19.15
2016-03-17,18.8
2016-03-18,18.85
2016-03-21,18.37
2016-03-22,18.35
2016-03-23,19.2
2016-03-24,19.05
2016-03-28,18.76
2016-03-29,17.8
2016-03-30,17.47
2016-03-31,17.65
2016-04-01,17.18
2016-04-04,17.6
2016-04-05,18.45
2016-04-06,17.4
2016-04-07,18.88
2016-04-08,18.5
2016-04-11,19.0
2016-04-12,18.25
2016-04-13,17.45
2016-04-14,17.25
2016-04-15,17.07
2016-04-18,16.22
2016-04-19,16.22
2016-04-20,16.45
2016-04-21,16.8
2016-04-22,16.2
2016-04-25,16.25
2016-04-26,15.95
2016-04-27,15.45
2016-04-28,16.5
2016-04-29,16.9
2016-05-02,15.8
2016-05-03,16.62
2016-05-04,16.9
2016-05-05,16.75
2016-05-06,15.73
2016-05-09,15.5
2016-05-10,14.5
2016-05-11,15.65
2016-05-12,15.22
2016-05-13,15.87
2016-05-16,15.15
2016-05-17,15.42
2016-05-18,15.6
