Trade Date,M:04 Y:18
2017-07-24,
2017-07-25,16.73
2017-07-26,16.6
2017-07-27,16.55
2017-07-28,16.46
2017-07-31,16.51
2017-08-01,16.24
2017-08-02,16.28
2017-08-03,16.39
2017-08-04,16.48
2017-08-07,16.45
2017-08-08,16.7
2017-08-09,16.75
2017-08-10,17.42
2017-08-11,17.62
2017-08-14,16.71
2017-08-15,16.72
2017-08-16,16.63
2017-08-17,17.16
2017-08-18,17.24
2017-08-21,17.03
2017-08-22,16.6
2017-08-23,16.75
2017-08-24,16.82
2017-08-25,16.75
2017-08-28,16.71
2017-08-29,16.82
2017-08-30,16.85
2017-08-31,16.7
2017-09-01,16.75
2017-09-05,16.71
2017-09-06,17.0
2017-09-07,16.96
2017-09-08,17.05
2017-09-11,16.8
2017-09-12,16.67
2017-09-13,16.5
2017-09-14,16.59
2017-09-15,16.56
2017-09-18,16.28
2017-09-19,16.42
2017-09-20,16.29
2017-09-21,16.38
2017-09-22,16.55
2017-09-25,16.47
2017-09-26,16.4
2017-09-27,16.43
2017-09-28,16.36
2017-09-29,16.25
2017-10-02,16.03
2017-10-03,15.94
2017-10-04,15.97
2017-10-05,15.77
2017-10-06,15.82
2017-10-09,15.94
2017-10-10,15.8
2017-10-11,15.75
2017-10-12,15.78
2017-10-13,15.56
2017-10-16,15.43
2017-10-17,15.42
2017-10-18,15.49
2017-10-19,15.35
2017-10-20,15.2
2017-10-23,15.44
2017-10-24,15.48
2017-10-25,15.45
2017-10-26,15.53
2017-10-27,15.2
2017-10-30,15.2
2017-10-31,15.05
2017-11-01,15.14
2017-11-02,15.22
2017-11-03,15.29
2017-11-06,15.3
2017-11-07,15.35
2017-11-08,15.47
2017-11-09,15.55
2017-11-10,15.75
2017-11-13,15.92
2017-11-14,16.1
2017-11-15,16.25
2017-11-16,16.0
2017-11-17,15.9
2017-11-20,15.6
2017-11-21,15.3
2017-11-22,15.15
2017-11-24,15.13
2017-11-27,15.2
2017-11-28,15.1
2017-11-29,15.3
2017-11-30,15.27
2017-12-01,15.46
2017-12-04,15.45
2017-12-05,15.29
2017-12-06,15.25
2017-12-07,14.92
2017-12-08,14.84
2017-12-11,14.72
2017-12-12,14.75
2017-12-13,14.63
2017-12-14,14.55
2017-12-15,14.35
2017-12-18,14.05
2017-12-19,13.95
2017-12-20,14.01
2017-12-21,13.83
2017-12-22,13.83
2017-12-26,13.75
2017-12-27,13.7
2017-12-28,13.73
2017-12-29,13.9
2018-01-02,13.55
2018-01-03,13.35
2018-01-04,13.4
2018-01-05,13.28
2018-01-08,13.23
2018-01-09,13.23
2018-01-10,13.07
2018-01-11,13.0
2018-01-12,12.99
2018-01-16,13.34
2018-01-17,13.19
2018-01-18,13.31
2018-01-19,13.16
2018-01-22,13.12
2018-01-23,13.38
2018-01-24,13.57
2018-01-25,13.72
2018-01-26,13.72
2018-01-29,14.3
2018-01-30,14.47
2018-01-31,14.16
2018-02-01,13.94
2018-02-02,15.07
2018-02-05,27.85
2018-02-06,20.16
2018-02-07,19.22
2018-02-08,20.47
2018-02-09,19.05
2018-02-12,18.89
2018-02-13,18.97
2018-02-14,17.8
2018-02-15,17.3
2018-02-16,17.4
2018-02-20,17.84
2018-02-21,18.1
2018-02-22,17.65
2018-02-23,16.9
2018-02-26,16.12
2018-02-27,17.2
2018-02-28,18.0
2018-03-01,18.75
2018-03-02,18.3
2018-03-05,17.8
2018-03-06,17.9
2018-03-07,17.86
2018-03-08,17.3
2018-03-09,16.2
2018-03-12,16.55
2018-03-13,16.95
2018-03-14,17.25
2018-03-15,16.7
2018-03-16,16.4
2018-03-19,17.6
2018-03-20,17.4
2018-03-21,17.37
2018-03-22,19.4
2018-03-23,20.45
2018-03-26,19.3
2018-03-27,20.5
2018-03-28,20.97
2018-03-29,19.77
2018-04-02,21.15
2018-04-03,20.65
2018-04-04,19.95
2018-04-05,19.1
2018-04-06,20.67
2018-04-09,20.85
2018-04-10,20.25
2018-04-11,20.0
2018-04-12,18.75
2018-04-13,17.92
2018-04-16,16.8
2018-04-17,15.4
2018-04-18,15.45
