Trade Date,M:06 Y:16
2015-09-21,
2015-09-22,22.14
2015-09-23,
2015-09-24,
2015-09-25,21.81
2015-09-28,22.51
2015-09-29,
2015-09-30,
2015-10-01,
2015-10-02,
2015-10-05,
2015-10-06,
2015-10-07,
2015-10-08,20.6
2015-10-09,20.5
2015-10-12,20.1
2015-10-13,20.52
2015-10-14,20.95
2015-10-15,20.05
2015-10-16,
2015-10-19,19.5
2015-10-20,19.9
2015-10-21,20.5
2015-10-22,19.4
2015-10-23,19.55
2015-10-26,19.91
2015-10-27,19.65
2015-10-28,19.35
2015-10-29,19.45
2015-10-30,19.55
2015-11-02,19.03
2015-11-03,19.34
2015-11-04,19.55
2015-11-05,19.37
2015-11-06,19.2
2015-11-09,19.5
2015-11-10,19.35
2015-11-11,19.6
2015-11-12,20.35
2015-11-13,20.95
2015-11-16,19.85
2015-11-17,20.44
2015-11-18,19.85
2015-11-19,20.2
2015-11-20,20.01
2015-11-23,19.75
2015-11-24,20.1
2015-11-25,19.9
2015-11-27,20.0
2015-11-30,19.75
2015-12-01,19.35
2015-12-02,19.56
2015-12-03,20.1
2015-12-04,19.4
2015-12-07,19.45
2015-12-08,19.9
2015-12-09,20.2
2015-12-10,20.4
2015-12-11,21.72
2015-12-14,21.0
2015-12-15,20.1
2015-12-16,19.75
2015-12-17,20.45
2015-12-18,21.15
2015-12-21,20.33
2015-12-22,19.77
2015-12-23,19.85
2015-12-24,19.9
2015-12-28,19.4
2015-12-29,19.25
2015-12-30,19.7
2015-12-31,19.8
2016-01-04,20.07
2016-01-05,19.83
2016-01-06,20.15
2016-01-07,21.1
2016-01-08,21.98
2016-01-11,21.75
2016-01-12,21.0
2016-01-13,22.3
2016-01-14,21.8
2016-01-15,23.02
2016-01-19,22.86
2016-01-20,23.18
2016-01-21,23.25
2016-01-22,21.95
2016-01-25,22.57
2016-01-26,21.93
2016-01-27,22.44
2016-01-28,22.12
2016-01-29,21.4
2016-02-01,21.18
2016-02-02,21.97
2016-02-03,21.87
2016-02-04,22.17
2016-02-05,22.57
2016-02-08,23.06
2016-02-09,23.45
2016-02-10,23.48
2016-02-11,24.49
2016-02-12,24.36
2016-02-16,23.7
2016-02-17,23.05
2016-02-18,23.2
2016-02-19,22.85
2016-02-22,22.03
2016-02-23,22.69
2016-02-24,22.45
2016-02-25,21.95
2016-02-26,22.25
2016-02-29,22.55
2016-03-01,21.19
2016-03-02,21.05
2016-03-03,20.45
2016-03-04,20.9
2016-03-07,20.65
2016-03-08,21.3
2016-03-09,20.95
2016-03-10,20.85
2016-03-11,20.25
2016-03-14,19.95
2016-03-15,20.33
2016-03-16,19.8
2016-03-17,19.5
2016-03-18,19.58
2016-03-21,19.17
2016-03-22,19.17
2016-03-23,19.9
2016-03-24,19.82
2016-03-28,19.59
2016-03-29,18.75
2016-03-30,18.39
2016-03-31,18.43
2016-04-01,18.04
2016-04-04,18.4
2016-04-05,19.13
2016-04-06,18.34
2016-04-07,19.58
2016-04-08,19.33
2016-04-11,19.8
2016-04-12,19.24
2016-04-13,18.64
2016-04-14,18.52
2016-04-15,18.47
2016-04-18,17.5
2016-04-19,17.67
2016-04-20,17.9
2016-04-21,18.45
2016-04-22,18.0
2016-04-25,18.15
2016-04-26,18.0
2016-04-27,17.6
2016-04-28,18.47
2016-04-29,18.95
2016-05-02,18.16
2016-05-03,18.93
2016-05-04,19.05
2016-05-05,19.05
2016-05-06,18.32
2016-05-09,18.0
2016-05-10,17.15
2016-05-11,17.96
2016-05-12,17.48
2016-05-13,18.07
2016-05-16,17.4
2016-05-17,18.0
2016-05-18,18.1
2016-05-19,18.0
2016-05-20,17.35
2016-05-23,17.6
2016-05-24,16.5
2016-05-25,16.2
2016-05-26,15.85
2016-05-27,15.4
2016-05-31,15.3
2016-06-01,15.3
2016-06-02,14.85
2016-06-03,14.75
2016-06-06,14.5
2016-06-07,14.75
2016-06-08,15.0
2016-06-09,15.49
2016-06-10,17.5
2016-06-13,21.35
2016-06-14,20.55
2016-06-15,19.9
